LocationID,Portfolio,State,County,PostalCode,Building Value,Other Value,Contents Value,Time Element Value,Occupancy Code,Construction Code,Stories,Year Built,AAL
15996,1,CO,Montrose,81424,1483144,93691,1463799,858078,ATC-01,MS00,2,1998,30877.79904
15997,1,OH,Morrow,43350,969788,62449,337282,214790,ATC-02,Wood,2,1990,12674.472
15998,1,NY,Nassau,11027,607660,86801,329058,205479,ATC-02,Wood,1,1993,5530.491
15999,1,NY,New York,10012,902245,16817,295601,263754,ATC-01,WD10,1,1977,7983.4518
16000,1,NY,New York,10268,923806,44226,609688,737349,ATC-02,WD00,2,1995,10417.8105
16001,1,NY,New York,10120,355923,94534,179316,494687,ATC-01,Wood,1,1965,9715.3344
16002,1,NY,New York,10151,309778,34180,701674,398681,ATC-02,Wood,1,2017,6239.43216
16003,1,TX,Newton,75933,1341804,14172,1807850,1742586,ATC-02,MS00,4,1998,17663.0832
16004,1,NY,Niagara,14144,981973,55408,310811,494977,ATC-02,Wood,2,1964,11943.73512
16005,1,MA,Norfolk,2184,357471,21568,530084,460386,ATC-02,WD10,1,1962,8874.41832
16006,1,MA,Norfolk,2447,563801,42697,528821,686725,ATC-01,WD10,2,1991,14758.5564
16007,1,MA,Norfolk,2071,121353,53840,199485,341461,ATC-01,Wood,2,2015,4640.58072
16008,1,MA,Norfolk,2081,957424,68302,190247,631844,ATC-01,Wood Frame,1,1999,11641.2471
16009,1,PA,Northumberland,17834,218687,95766,175736,150498,ATC-01,Wood Frame,1,2011,4612.9464
16010,1,PA,Northumberland,17857,1576691,25020,755185,1136903,ATC-02,MS00,5,1961,16770.2352
16011,1,MI,Oakland,48367,90250,0,224478,26109,ATC-01,MH00,1,1987,2999.3656
16012,1,MI,Oakland,48237,579191,31159,532119,495068,ATC-01,WD00,2,1992,12609.0349
16013,1,NJ,Ocean,8741,81446,0,292596,62794,ATC-01,MH10,1,2019,4193.6256
16014,1,TX,Ochiltree,79093,832237,96724,302518,126952,ATC-02,Wood,1,2001,7824.56256
16015,1,NY,Oneida,13476,967666,71112,889900,236753,ATC-02,Wood Frame,1,2000,17539.9911
16016,1,NY,Oneida,13162,229664,32342,816629,134982,ATC-01,WD10,1,1983,8738.0424
16017,1,NY,Onondaga,13078,398067,28379,1486156,1386678,ATC-02,MS00,1,1964,23517.26784
16018,1,NY,Onondaga,13088,596975,31949,324404,124118,ATC-02,WD00,1,1985,7757.6112
16019,1,NY,Onondaga,13112,235719,84248,337061,938092,ATC-02,Wood,2,1974,15504.5664
16020,1,NY,Onondaga,13029,330156,73237,335770,930092,ATC-02,Wood,2,2002,7211.1816
16021,1,NY,Onondaga,13205,1245657,52838,1151607,369143,ATC-02,MS00,6,1961,18268.7076
16022,1,NY,Onondaga,13206,88261,0,499194,83318,ATC-01,MH00,1,1966,10142.08776
16023,1,NY,Orleans,14571,846137,51527,514854,595233,ATC-02,WD10,2,2000,16262.7831
16024,1,MI,Ottawa,49426,111182,33928,448225,341996,ATC-01,WD00,2,1990,8230.9128
16025,1,OH,Ottawa,43449,131416,32973,682469,421817,ATC-02,WD00,1,1951,9134.46
16026,1,WI,Outagamie,54911,317882,82357,151821,813562,ATC-01,Wood,1,1961,12618.34728
16027,1,CO,Park,80440,397611,98600,343343,396326,ATC-02,WD10,1,1991,13347.504
16028,1,NJ,Passaic,7544,272967,17265,374332,570436,ATC-01,Wood Frame,2,1951,11856
16029,1,IL,Peoria,61612,411521,43570,391901,962471,ATC-02,Wood Frame,1,1983,15923.2744
16030,1,IL,Peoria,61629,227578,47041,325382,333167,ATC-02,WD00,1,1995,5132.424
16031,1,WI,Pepin,54721,493318,75504,400950,654940,ATC-02,WD10,2,1956,12867.71904
16032,1,PA,Philadelphia,19125,258801,51128,988764,612701,ATC-01,WD00,2,1999,17202.546
16033,1,MA,Plymouth,2060,466457,77451,855437,632064,ATC-01,WD00,2,1950,10969.6086
16034,1,TX,Potter,79108,737759,74260,393260,570381,ATC-01,WD00,1,1983,17046.336
16035,1,NY,Queens,11004,863491,13893,433921,1683945,ATC-01,MS00,5,2009,10782.9
16036,1,NY,Queens,11104,95161,0,247436,63218,ATC-01,MH00,1,2017,2337.4944
16037,1,NY,Rensselaer,12094,966796,93462,946055,860547,ATC-02,Wood Frame,2,2006,12384.8352
16038,1,IL,Rock Island,61237,1802469,37054,997542,889885,ATC-02,MS00,6,1969,14758.722
16039,1,IL,Rock Island,61266,226964,91754,779474,260773,ATC-01,Wood,1,1980,11958.892
16040,1,IL,Rock Island,61242,849788,39606,258294,211691,ATC-02,WD10,1,1957,16149.42252
16041,1,NY,Saint Lawrence,13613,546083,48431,770791,910575,ATC-02,WD00,2,2010,8193.168
16042,1,NY,Saint Lawrence,13681,228064,70540,502380,1573605,ATC-01,MS00,3,1971,16926.07039
16043,1,IL,Sangamon,62670,545772,72573,532694,672450,ATC-02,WD10,1,2004,14442.03288
16044,1,MI,Sanilac,48453,59994,0,451300,78267,ATC-01,MH00,1,2010,5706.95048
16045,1,NY,Saratoga,12170,75921,0,490274,97317,ATC-01,MH00,1,2005,4299.55776
16046,1,NY,Schenectady,12141,103378,83716,400888,474004,ATC-01,Wood Frame,1,1986,7646.2992
16047,1,PA,Schuylkill,17964,68475,0,94673,90373,ATC-01,MH00,1,2013,2839.4352
16048,1,TX,Shackelford,76430,193467,82568,547446,954845,ATC-02,Wood Frame,2,2004,11950.35072
16049,1,TX,Shelby,75954,1459082,51763,877110,1163232,ATC-01,MS00,3,2017,11250.16042
16050,1,IL,Shelby,62462,478045,90827,531799,154476,ATC-01,WD10,1,2019,5522.6468
16051,1,PA,Snyder,17861,256842,66349,517501,694250,ATC-02,WD10,1,1995,13814.478
16052,1,PA,Somerset,15424,54763,0,221372,34722,ATC-01,MH10,1,1986,4041.141
16053,1,TX,Starr,78591,317818,64160,699466,244802,ATC-02,Wood Frame,2,1969,17188.14816
16054,1,IL,Stephenson,61050,808700,85004,881260,134404,ATC-02,Wood,2,1973,15122.19456
16055,1,NY,Suffolk,11705,1755629,22375,1752800,257711,ATC-02,MS00,6,1985,17048.3175
16056,1,NY,Suffolk,11969,94981,0,473657,70679,ATC-01,MH00,1,2001,5984.00712
16057,1,NJ,Sussex,7890,796603,24469,178097,254034,ATC-01,WD00,2,1985,7519.218
16058,1,TX,Tarrant,76004,258764,12199,596145,826747,ATC-02,Wood,2,2009,13008.8064
16059,1,TX,Tarrant,76017,273649,42978,679643,645305,ATC-01,WD10,1,1962,21274.812
16060,1,TX,Tarrant,76148,103592,63986,700922,142167,ATC-02,Wood,1,1961,11642.88384
16061,1,TX,Tarrant,76101,999181,44926,851578,550951,ATC-01,Wood,2,1981,23487.7056
16062,1,TX,Taylor,79698,55370,0,314893,95680,ATC-01,MH10,1,1999,7268.7108
16063,1,IL,Tazewell,61610,295850,71019,931243,927095,ATC-02,WD10,2,1980,22029.5493
16064,1,PA,Tioga,16930,873216,40540,157112,363467,ATC-02,WD10,2,1971,12048.414
16065,1,TX,Travis,78724,283803,93232,840604,261781,ATC-02,Wood Frame,2,1982,8876.52
16066,1,TX,Travis,78726,1673592,90374,541235,994263,ATC-02,MS00,2,1972,31358.10586
16067,1,TX,Travis,78705,253983,85575,342162,923327,ATC-01,WD00,2,1980,11556.3384
16068,1,TX,Travis,78645,251388,65493,827057,989853,ATC-02,Wood,2,1997,15363.2952
16069,1,TX,Trinity,75856,1566285,44483,1805985,362264,ATC-01,MS00,5+,1965,16325.35344
16070,1,MI,Tuscola,48733,1070850,41204,1919793,392497,ATC-02,MS00,1,1987,16573.82496
16071,1,NJ,Union,7033,217621,57659,761691,757161,ATC-02,Wood Frame,1,1981,16147.188
16072,1,NJ,Union,7061,568123,29174,107142,494645,ATC-02,MS00,1,1973,9496.74528
16073,1,OH,Van Wert,45874,707757,16079,430370,842977,ATC-02,WD10,1,1990,15977.464
16074,1,IL,Vermilion,61810,904899,87016,1047409,375206,ATC-01,MS00,3,1958,21035.38536
16075,1,NY,Warren,12801,579180,34844,416045,943488,ATC-02,Wood,2,1953,10657.2078
16076,1,NY,Washington,12823,1972130,22775,749202,1267760,ATC-01,MS00,1,1957,23830.48998
16077,1,MI,Wayne,48260,51651,0,490454,34907,ATC-01,MH00,1,1981,8885.9848
16078,1,MI,Wayne,48265,1574966,71070,863435,1512246,ATC-02,MS00,5+,1974,21234.66576
16079,1,MI,Wayne,48134,258274,73629,619983,346563,ATC-02,WD10,2,2004,10283.71608
16080,1,MI,Wayne,48150,875666,45234,299082,352979,ATC-02,Wood,1,1989,13842.0568
16081,1,MI,Wayne,48151,978826,19018,491858,440506,ATC-02,WD00,1,1986,19109.0592
16082,1,MI,Wayne,48174,211103,47504,1895355,860215,ATC-01,MS00,6,1984,16577.9735
16083,1,OH,Wayne,44276,61818,0,253956,38286,ATC-01,MH00,1,1980,3540.6
16084,1,NY,Wayne,14516,91930,0,421840,20409,ATC-01,MH10,1,1990,6249.8943
16085,1,NY,Westchester,10562,489709,13839,522007,883314,ATC-01,WD00,2,2009,10995.08544
16086,1,NY,Westchester,10504,303315,28218,191131,393390,ATC-02,WD00,2,2005,3297.7944
16087,1,PA,Westmoreland,15069,941803,61236,178057,301875,ATC-02,WD00,1,2018,7118.2608
16088,1,PA,Westmoreland,15627,393374,87431,1785906,943872,ATC-01,MS00,2,1989,14126.5652
16089,1,PA,Westmoreland,15665,839385,73780,781174,624061,ATC-02,WD00,2,1983,13910.4
16090,1,PA,Westmoreland,15618,1063840,13459,1734810,1839151,ATC-02,MS00,6,2001,22326.048
16091,1,PA,Westmoreland,15637,842091,31143,351063,590083,ATC-02,WD10,1,2016,10160.528
16092,1,PA,Westmoreland,15684,942448,50462,976741,148031,ATC-02,Wood,2,1995,16941.456
16093,1,PA,Westmoreland,15085,730753,26296,502055,479995,ATC-02,Wood,2,1969,10434.594
16094,1,PA,Westmoreland,15779,281560,62201,278947,972241,ATC-02,WD10,2,1997,11164.643
16095,1,MI,Wexford,49601,65311,0,300121,14899,ATC-01,MH00,1,1962,4016.29536
16096,1,TX,Willacy,78561,64827,0,293058,56140,ATC-01,MH10,1,2002,4769.568
16097,1,TX,Williamson,78641,363110,49162,371242,999502,ATC-02,Wood,2,1999,14977.3344
16098,1,IL,Winnebago,61016,621278,67968,865312,709065,ATC-02,WD10,1,1960,26891.84124
16099,1,IL,Winnebago,61073,708613,86175,138937,230864,ATC-02,Wood,2,1999,7686.2874
16100,1,TX,Wise,76267,1715294,79017,349614,1973042,ATC-01,MS00,6,2015,15809.15328
16101,1,OH,Wood,43525,757455,29491,940045,944968,ATC-01,Wood,2,2012,12825.4032
16102,1,OH,Wood,44817,106633,88292,826128,763872,ATC-02,WD00,1,1952,14993.37
16103,1,MA,Worcester,1615,787706,27977,760369,892544,ATC-02,Wood,1,2017,15996.50208
16104,1,NY,Wyoming,14530,1986834,26369,1449222,663957,ATC-02,MS00,4,1952,26738.95536
16105,1,PA,York,17349,338387,33794,660388,453469,ATC-02,Wood,2,2004,10699.4736
16106,1,PA,York,17321,1119720,34500,1612607,681296,ATC-01,MS00,5+,2008,11033.9936
16107,1,CO,Adams,80614,598634,96498,837221,548577,ATC-02,Wood Frame,1,1984,22474.044
16108,1,CO,Adams,80136,63850,0,497909,83843,ATC-01,MH00,1,2009,4958.22336
16109,1,OH,Adams,45144,722610,20541,837800,116033,ATC-01,WD00,2,1995,10181.904
16110,1,MI,Alger,49891,782736,61486,458349,683327,ATC-02,WD00,2,1989,13106.9268
16111,1,NY,Allegany,14029,391139,55204,488129,759949,ATC-02,Wood,1,2001,8539.88184
16112,1,NY,Allegany,14803,70410,0,292504,80047,ATC-01,MH10,1,1981,4783.9788
16113,1,PA,Allegheny,15127,280428,81371,813945,808964,ATC-02,Wood Frame,2,2002,7938.832
16114,1,PA,Allegheny,15204,341738,71296,205580,586562,ATC-02,WD00,2,1983,8436.232
16115,1,PA,Allegheny,15210,723983,39697,219765,366117,ATC-02,WD10,2,2006,7557.5472
16116,1,PA,Allegheny,15255,819644,95700,1415178,1514410,ATC-02,MS00,5+,1976,13841.7552
16117,1,TX,Angelina,75903,285920,84056,434456,782596,ATC-02,Wood Frame,2,1967,18282.56256
16118,1,MI,Antrim,49612,240803,19933,700517,428134,ATC-02,WD00,1,1965,16505.91756
16119,1,MI,Antrim,49627,358680,31916,173646,171182,ATC-02,WD00,1,1994,5662.7648
16120,1,CO,Arapahoe,80165,1028669,99205,1764578,511381,ATC-01,MS00,6,1977,19606.07808
16121,1,PA,Armstrong,15673,99855,0,468215,37053,ATC-01,MH00,1,1968,10166.0664
16122,1,OH,Ashtabula,44032,379998,81599,923477,717247,ATC-02,WD00,1,1983,14716.247
16123,1,OH,Ashtabula,44047,212191,47261,710265,371845,ATC-02,Wood,1,1957,14488.8696
16124,1,OH,Ashtabula,44041,973700,96133,786145,362258,ATC-02,Wood,2,2006,12422.1216
16125,1,MA,Barnstable,2671,496852,75182,1181886,731417,ATC-01,MS00,3,1994,7381.45089
16126,1,PA,Bedford,16678,1780810,89481,1991028,348331,ATC-01,MS00,5+,1983,12628.95
16127,1,NJ,Bergen,7640,1234717,36245,1880972,826434,ATC-02,MS00,5+,2001,15913.472
16128,1,NJ,Bergen,7670,130960,34332,154074,124698,ATC-02,WD00,1,1957,3730.1376
16129,1,MA,Berkshire,1266,70109,0,195401,47034,ATC-01,MH00,1,1961,2700.38016
16130,1,MI,Berrien,49107,874198,80334,530672,665601,ATC-02,WD10,2,1950,25551.5634
16131,1,TX,Bexar,78148,61516,0,228139,73597,ATC-01,MH00,1,1989,5230.8288
16132,1,TX,Bexar,78054,53600,0,275087,64475,ATC-01,MH00,1,1974,5661.5328
16133,1,TX,Bexar,78295,397334,87471,127058,955853,ATC-02,WD10,1,1978,15802.57728
16134,1,TX,Bexar,78227,889465,92723,897178,937362,ATC-01,Wood Frame,2,2000,30420.6624
16135,1,IL,Bond,62262,1745396,23924,1510217,1567359,ATC-02,MS00,3,1995,17594.23248
16136,1,CO,Boulder,80309,587733,63572,594180,670358,ATC-01,Wood,2,1954,24829.32528
16137,1,CO,Boulder,80466,967178,50159,852138,207458,ATC-02,MS00,3,1990,13707.7578
16138,1,TX,Brazoria,77531,576054,31870,389039,641217,ATC-01,WD10,2,2001,12581.2224
16139,1,TX,Brazos,77801,262729,13619,524663,602570,ATC-02,Wood Frame,1,1961,10105.7832
16140,1,NY,Bronx,10463,671459,37298,167974,493946,ATC-01,WD10,1,1994,7401.6558
16141,1,PA,Bucks,18910,641799,68809,390249,607398,ATC-02,WD00,1,1980,15374.295
16142,1,PA,Bucks,18081,909716,65781,708644,818856,ATC-02,WD00,1,1981,20023.976
16143,1,PA,Butler,16059,168727,62816,867285,395486,ATC-02,Wood,1,2012,10759.0608
16144,1,PA,Butler,16066,64938,0,472201,35650,ATC-01,MH10,1,1967,7560.8148
16145,1,PA,Butler,16003,690816,39312,278306,613748,ATC-01,Wood Frame,2,1950,17519.5656
16146,1,MI,Calhoun,49029,1794473,35263,902225,1232997,ATC-02,MS00,6,1969,20934.97824
16147,1,NJ,Camden,8003,778600,68662,563012,513096,ATC-02,Wood,1,2016,13848.264
16148,1,NY,Cayuga,13033,300595,81156,664807,940460,ATC-02,Wood,2,1952,17167.83552
16149,1,PA,Centre,16829,807342,36082,785345,137945,ATC-02,WD00,2,1989,12366.998
16150,1,PA,Centre,16832,434296,66773,365105,970317,ATC-02,Wood Frame,2,1974,11018.946
16151,1,OH,Champaign,43044,1475652,21762,462216,1405396,ATC-02,MS00,6,2013,16152.1248
16152,1,MI,Chippewa,49748,933790,91935,398213,370162,ATC-02,Wood,1,2016,11051.656
16153,1,MI,Chippewa,49785,933076,69092,584599,321452,ATC-02,WD00,2,2005,8396.1636
16154,1,WI,Chippewa,54768,57548,0,309941,70787,ATC-01,MH00,1,2008,5013.87744
16155,1,IL,Christian,62083,515411,78197,594238,357762,ATC-02,Wood,1,2015,10881.08032
16156,1,IL,Christian,62567,1924620,17855,1300202,969025,ATC-01,MS00,2,2007,12230.78261
16157,1,OH,Clark,45341,62610,0,329501,14260,ATC-01,MH10,1,1959,5364.0972
16158,1,PA,Clearfield,16837,453018,62713,883081,825082,ATC-02,WD00,1,2006,8895.576
16159,1,PA,Clearfield,15849,301066,71874,228904,240136,ATC-02,Wood Frame,2,1997,6735.84
16160,1,PA,Clinton,17779,832248,86723,947396,531147,ATC-02,Wood Frame,2,1962,17262.1008
16161,1,IL,Clinton,62219,874390,74680,566189,999930,ATC-02,WD10,2,2003,19920.29688
16162,1,IL,Clinton,62231,771940,73723,810351,380787,ATC-02,WD10,2,1962,24197.19588
16163,1,NY,Clinton,12919,346815,43185,556044,575342,ATC-02,Wood Frame,1,1959,9858.58128
16164,1,NY,Clinton,12935,787220,51321,694687,458510,ATC-01,Wood Frame,1,2012,7170.2568
16165,1,TX,Collin,75070,637537,51086,404602,479703,ATC-02,Wood Frame,2,1995,9437.568
16166,1,TX,Collin,75002,745553,15854,778783,983275,ATC-02,Wood Frame,1,2013,16957.6848
16167,1,TX,Collin,75485,419082,13697,402394,738180,ATC-01,Wood,1,1995,15104.1888
16168,1,TX,Colorado,78951,724875,85049,268942,501348,ATC-02,Wood Frame,2,2008,10619.03808
16169,1,PA,Columbia,17878,574890,13806,489451,1540633,ATC-01,MS00,5+,1950,18855.216
16170,1,IL,Cook,60428,615185,56470,105411,904748,ATC-01,Wood Frame,2,2011,11839.97056
16171,1,IL,Cook,60019,61397,0,412193,11685,ATC-01,MH00,1,2005,4270.42
16172,1,IL,Cook,60461,161935,28419,729550,628095,ATC-02,Wood Frame,2,1969,16346.86944
16173,1,OH,Coshocton,43824,254533,67771,410029,586622,ATC-02,WD00,1,1993,9232.685
16174,1,TX,Cottle,79248,246207,70955,489176,761946,ATC-02,Wood,1,1963,13549.97376
16175,1,WI,Crawford,53826,450606,81025,183700,832360,ATC-01,WD10,2,1952,14300.66484
16176,1,PA,Crawford,16111,671826,33756,745136,785809,ATC-02,WD00,1,1965,13419.162
16177,1,OH,Cuyahoga,44124,143930,24628,567642,365387,ATC-02,Wood Frame,2,1972,6609.522
16178,1,OH,Cuyahoga,44133,75042,0,133857,46988,ATC-01,MH00,1,1968,4298.9016
16179,1,TX,Dallas,75312,392180,40861,212674,869308,ATC-01,Wood,1,1959,13089.79872
16180,1,WI,Dane,53597,784575,83375,1427943,1726524,ATC-02,MS00,4,2014,21238.36176
16181,1,PA,Dauphin,17018,632243,75761,607786,380840,ATC-02,WD00,1,1975,10179.78
16182,1,PA,Dauphin,17106,679593,72828,625744,793981,ATC-02,Wood,2,1975,15639.4512
16183,1,IL,Dekalb,60548,153950,68032,648991,833198,ATC-01,Wood Frame,1,1998,14996.7048
16184,1,PA,Delaware,19331,525449,46268,519503,627494,ATC-01,Wood Frame,1,2016,9624.7984
16185,1,NY,Delaware,13751,289960,67430,739125,1271370,ATC-01,MS00,1,1971,11252.18952
16186,1,TX,Delta,75432,632287,24846,462839,607550,ATC-02,WD10,2,1967,19901.05344
16187,1,TX,Denton,75029,181528,76312,886241,211991,ATC-02,Wood,1,1953,11716.46208
16188,1,CO,Denver,80250,69721,0,334135,94820,ATC-01,MH10,1,2015,4787.2896
16189,1,CO,Denver,80264,1172594,14934,341093,1828209,ATC-02,MS00,4,1970,19335.3408
16190,1,WI,Dodge,53034,545389,70765,486261,465164,ATC-02,Wood,2,2002,8276.81712
16191,1,CO,Eagle,81621,358294,44684,612337,580956,ATC-02,Wood,1,1969,18389.04192
16192,1,TX,Ector,79764,1129217,57059,1123494,1001304,ATC-01,MS00,5,2005,15893.1552
16193,1,IL,Edwards,62833,609517,29742,741850,843074,ATC-01,Wood,2,1956,26423.29404
16194,1,TX,Edwards,78880,153979,55817,324458,735826,ATC-02,Wood,1,1958,9144.576
16195,1,IL,Effingham,62473,589097,47971,816156,284198,ATC-02,Wood Frame,1,1977,20640.57336
16196,1,CO,El Paso,80946,90198,0,29367,70853,ATC-01,MH10,1,1994,3199.0224
16197,1,PA,Elk,16734,983722,35068,403326,193865,ATC-02,WD00,2,2004,9049.4936
16198,1,OH,Erie,44816,634427,40396,1525950,1888444,ATC-01,MS00,3,1967,32386.59864
16199,1,NY,Essex,12997,767974,94755,314331,147955,ATC-02,Wood,2,1957,8586.0972
16200,1,MA,Essex,1906,413046,67769,748842,361753,ATC-01,WD10,2,1969,12031.0596
16201,1,NJ,Essex,7021,648366,66172,361110,806251,ATC-01,MS00,4,1972,9033.1152
16202,1,NJ,Essex,7041,74236,0,477815,17554,ATC-01,MH10,1,1972,6151.734
16203,1,TX,Falls,76685,756765,29054,268211,1494002,ATC-01,MS00,6,1984,9172.9152
16204,1,TX,Fayette,78940,151337,45422,715812,829117,ATC-02,Wood Frame,1,1995,12540.1536
16205,1,PA,Fayette,15468,830842,74338,404144,706471,ATC-01,WD10,2,2017,8063.18
16206,1,TX,Fisher,79534,787744,40179,719953,652098,ATC-02,WD00,2,1957,19007.77536
16207,1,TX,Floyd,79241,621116,81395,405539,990509,ATC-02,Wood,1,2005,14102.31648
16208,1,TX,Fort Bend,77407,533810,86621,112860,215356,ATC-01,WD10,2,2008,4553.5056
16209,1,OH,Franklin,43205,931529,82731,328136,713062,ATC-02,WD00,2,1953,12332.748
16210,1,OH,Franklin,43217,1247083,67298,1288445,474964,ATC-02,MS00,3,1952,12188.0484
16211,1,NY,Franklin,12930,806160,23407,484257,354806,ATC-02,WD10,1,2004,7208.4816
16212,1,MA,Franklin,1344,268676,38295,159929,252577,ATC-02,Wood,2,1988,3885.1758
16213,1,MA,Franklin,1072,732868,11382,517373,381748,ATC-01,MS00,6,2004,5916.1356
16214,1,IL,Fulton,61519,964428,36653,350206,721829,ATC-02,Wood Frame,2,1988,11402.138
16215,1,TX,Gaines,79360,210676,78345,931518,367768,ATC-01,Wood Frame,2,1959,16010.13456
16216,1,OH,Geauga,44021,1295843,84980,877880,1579271,ATC-01,MS00,2,1968,25330.6284
16217,1,MI,Gladwin,48624,332074,20851,285132,181613,ATC-01,Wood,1,2013,3606.548
16218,1,MI,Gogebic,49911,79931,0,56601,88651,ATC-01,MH00,1,1981,2972.4156
16219,1,WI,Grant,53804,496725,42982,309982,395341,ATC-02,Wood Frame,1,1960,14790.9564
16220,1,MI,Gratiot,48874,513943,25681,206913,641827,ATC-02,Wood Frame,2,1969,16493.76432
16221,1,TX,Gray,79057,235953,15842,623217,378969,ATC-01,WD10,2,1981,13542.9948
16222,1,NY,Greene,12485,83030,0,170079,54004,ATC-01,MH00,1,1951,4643.54856
16223,1,CO,Gunnison,81230,797125,24656,242372,182886,ATC-02,Wood,2,2006,7182.94464
16224,1,OH,Hamilton,45234,674235,55782,637577,778024,ATC-02,Wood,2,1995,19310.562
16225,1,MA,Hampden,1013,692852,58876,123531,171517,ATC-02,WD10,2,1970,7913.62656
16226,1,MA,Hampden,1020,698992,62321,167533,684178,ATC-02,WD10,2,2001,5806.8864
16227,1,OH,Hancock,45889,773437,22948,109616,523077,ATC-02,WD00,1,1981,10003.546
16228,1,TX,Hardeman,79225,651212,34816,974633,949571,ATC-01,Wood,2,2004,17540.75904
16229,1,TX,Harris,77547,356491,28359,932366,738675,ATC-02,Wood,2,1969,26644.34736
16230,1,TX,Harris,77269,656586,18012,882028,434879,ATC-02,WD10,1,1973,20074.3704
16231,1,TX,Harris,77032,1260280,52037,691918,378767,ATC-01,MS00,1,1972,22648.05101
16232,1,TX,Harris,77048,564846,70506,194253,143989,ATC-01,WD10,1,1971,7009.8768
16233,1,TX,Harris,77504,689877,35543,248982,783146,ATC-02,WD00,1,1963,17716.08384
16234,1,TX,Harris,77262,1228383,19299,839681,602475,ATC-02,MS00,6,1979,15493.46688
16235,1,TX,Harris,77002,1041371,37145,270061,1257902,ATC-02,MS00,5,1977,22519.97856
16236,1,IL,Henry,61468,799126,10711,338264,1669390,ATC-02,MS00,5+,1993,15496.2005
16237,1,NY,Herkimer,13475,945827,36664,797696,202350,ATC-02,Wood Frame,2,1980,16058.5497
16238,1,TX,Hill,76666,434866,36484,597805,549666,ATC-02,WD00,1,1994,13598.0964
16239,1,MI,Houghton,49913,341407,58156,627728,195335,ATC-02,Wood Frame,1,2010,7531.37616
16240,1,NJ,Hudson,7308,360174,79130,237381,332939,ATC-02,Wood,1,1986,5048.12
16241,1,CO,Huerfano,81089,511114,33044,158765,558649,ATC-02,Wood,2,1986,9083.3184
16242,1,NJ,Hunterdon,8829,538154,30436,554374,266992,ATC-02,Wood,2,1981,9729.692
16243,1,PA,Indiana,15783,301218,47756,688126,313488,ATC-02,WD10,2,2000,9454.116
16244,1,PA,Indiana,15720,890861,43056,107158,610899,ATC-01,Wood,2,1953,13876.5816
16245,1,MI,Ingham,48842,802162,94300,402894,815925,ATC-01,Wood Frame,2,1957,16753.02552
16246,1,MI,Iosco,48764,817264,76677,251599,617083,ATC-02,MS00,6,1999,5816.6559
16247,1,WI,Iron,54559,75642,0,487025,84967,ATC-01,MH10,1,2017,7408.93296
16248,1,TX,Jack,76427,836018,82457,741897,715249,ATC-01,Wood,2,1952,20525.36544
16249,1,CO,Jackson,80434,150625,41056,980664,805088,ATC-02,WD00,1,1960,22780.02816
16250,1,IL,Jackson,62902,248071,62323,129732,485268,ATC-02,WD00,1,1987,9161.4006
16251,1,MI,Jackson,49261,353588,14920,126608,944927,ATC-01,Wood Frame,1,1987,9504.2838
16252,1,WI,Jackson,54611,600335,70851,488946,766935,ATC-02,Wood Frame,2,2001,8479.0948
16253,1,WI,Jackson,54642,896019,55286,929815,1154957,ATC-02,MS00,4,1981,16698.4235
16254,1,CO,Jefferson,80128,368807,68809,429476,481838,ATC-02,WD00,1,1998,9712.296
16255,1,TX,Jefferson,77619,620116,21620,730049,692795,ATC-02,Wood Frame,1,1988,19819.968
16256,1,TX,Jefferson,77726,366744,73538,218061,904547,ATC-01,Wood,2,1957,11252.808
16257,1,OH,Jefferson,43948,903076,13187,167809,809615,ATC-02,WD00,1,1962,20451.8196
16258,1,OH,Jefferson,43908,721116,84884,956495,996472,ATC-01,WD00,2,1960,23175.3228
16259,1,PA,Jefferson,15828,583636,41875,488462,777423,ATC-01,WD10,1,2007,12104.9344
16260,1,PA,Jefferson,15864,489101,79228,976753,438736,ATC-02,Wood Frame,2,1969,11902.908
16261,1,NY,Jefferson,13651,754131,38405,359563,908872,ATC-02,Wood,1,1982,9274.3695
16262,1,MI,Kalamazoo,49052,249757,81386,796329,734024,ATC-01,Wood,2,1971,17200.22304
16263,1,MI,Kalamazoo,49012,700955,89923,354245,230427,ATC-01,Wood Frame,1,1999,7565.525
16264,1,WI,Kenosha,53158,966007,78673,331254,985068,ATC-02,WD00,2,2013,10388.4088
16265,1,MI,Kent,49302,410585,23840,278495,745006,ATC-02,WD00,2,1989,14433.4674
16266,1,MI,Kent,49316,507202,13044,109196,788693,ATC-01,Wood,1,1993,10919.6395
16267,1,NY,Kings,11211,368633,74005,424677,147032,ATC-01,WD10,1,1970,9859.45284
16268,1,PA,Lancaster,17501,603525,93519,123759,757886,ATC-02,Wood,2,1994,7893.445
16269,1,PA,Lancaster,17551,209719,43042,223736,693406,ATC-01,WD00,2,2003,5615.5344
16270,1,MI,Lapeer,48446,419244,73954,886396,298792,ATC-02,WD00,1,1981,12923.5722
16271,1,MI,Lapeer,48464,212548,75740,1282260,1781993,ATC-02,MS00,6,2008,17701.41648
16272,1,PA,Lawrence,16172,84290,0,81007,60073,ATC-01,MH00,1,1956,3786.216
16273,1,PA,Lehigh,18052,682755,45787,892637,272860,ATC-02,WD10,1,1979,13637.0808
16274,1,TX,Liberty,77533,185645,27632,843652,647416,ATC-02,Wood,1,2019,13089.3696
16275,1,TX,Limestone,76642,602790,68335,876205,845537,ATC-02,WD10,2,2011,13782.91392
